"filename", "language", "JSON", "JSON with Comments", "Markdown", "TypeScript", "JavaScript", "Cocos Effect", "comment", "blank", "total"
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Joystick.ts", "TypeScript", 0, 0, 0, 193, 0, 0, 64, 38, 295
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\KeyboardController.ts", "TypeScript", 0, 0, 0, 270, 0, 0, 10, 6, 286
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Loading.ts", "TypeScript", 0, 0, 0, 141, 0, 0, 12, 8, 161
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Logic.ts", "TypeScript", 0, 0, 0, 404, 0, 0, 64, 13, 481
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\MeleeCollideHelper.ts", "TypeScript", 0, 0, 0, 51, 0, 0, 10, 7, 68
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\MeleeShadowWeapon.ts", "TypeScript", 0, 0, 0, 111, 0, 0, 20, 12, 143
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\MeleeWeapon.ts", "TypeScript", 0, 0, 0, 654, 0, 0, 37, 19, 710
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\NonPlayer.ts", "TypeScript", 0, 0, 0, 1425, 0, 0, 74, 38, 1537
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\OilGoldCount.ts", "TypeScript", 0, 0, 0, 59, 0, 0, 10, 7, 76
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Player.ts", "TypeScript", 0, 0, 0, 1545, 0, 0, 54, 28, 1627
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\PlayerAvatar.ts", "TypeScript", 0, 0, 0, 332, 0, 0, 24, 9, 365
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\PlayerWeapon.ts", "TypeScript", 0, 0, 0, 234, 0, 0, 11, 9, 254
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Shield.ts", "TypeScript", 0, 0, 0, 235, 0, 0, 8, 9, 252
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Shooter.ts", "TypeScript", 0, 0, 0, 624, 0, 0, 60, 17, 701
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Start.ts", "TypeScript", 0, 0, 0, 147, 0, 0, 14, 7, 168
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Test.ts", "TypeScript", 0, 0, 0, 140, 0, 0, 42, 10, 192
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\Tile.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 15, 7, 131
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\WalkSmoke.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 12, 7, 29
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\logic\WxHelper.ts", "TypeScript", 0, 0, 0, 129, 0, 0, 16, 13, 158
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\AoeManager.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 10, 6, 58
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\BaseManager.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 9, 4, 18
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\BuildingManager.ts", "TypeScript", 0, 0, 0, 1050, 0, 0, 77, 11, 1138
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\DungeonStyleManager.ts", "TypeScript", 0, 0, 0, 147, 0, 0, 36, 7, 190
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\EquipmentManager.ts", "TypeScript", 0, 0, 0, 748, 0, 0, 50, 20, 818
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\FloatingLabelManager.ts", "TypeScript", 0, 0, 0, 43, 0, 0, 13, 5, 61
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\InventoryManager.ts", "TypeScript", 0, 0, 0, 119, 0, 0, 11, 5, 135
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\ItemManager.ts", "TypeScript", 0, 0, 0, 210, 0, 0, 24, 9, 243
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\LightManager.ts", "TypeScript", 0, 0, 0, 185, 0, 0, 57, 6, 248
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\LoadingManager.ts", "TypeScript", 0, 0, 0, 410, 0, 0, 21, 12, 443
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\MapManager.ts", "TypeScript", 0, 0, 0, 218, 0, 0, 41, 11, 270
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\MonsterManager.ts", "TypeScript", 0, 0, 0, 494, 0, 0, 25, 13, 532
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\MonsterRandomAttr.ts", "TypeScript", 0, 0, 0, 156, 0, 0, 0, 5, 161
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\NonPlayerManager.ts", "TypeScript", 0, 0, 0, 121, 0, 0, 14, 11, 146
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\ProfileManager.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 25, 7, 133
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\SpecialManager.ts", "TypeScript", 0, 0, 0, 261, 0, 0, 10, 8, 279
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\StatusManager.ts", "TypeScript", 0, 0, 0, 268, 0, 0, 13, 11, 292
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\TalentManager.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 9, 1, 13
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\TarotManager.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 1, 40
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\manager\WordManager.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 24, 1, 27
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\map\Chunk.ts", "TypeScript", 0, 0, 0, 63, 0, 0, 23, 10, 96
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\map\ChunkLookCamera.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 10, 6, 47
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\map\ChunkWorld.ts", "TypeScript", 0, 0, 0, 153, 0, 0, 39, 8, 200
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\map\Seeker.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 9, 7, 60
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\map\WorldLoader.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 122, 7, 286
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\model\Settings.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 6
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\oil\OilLake.ts", "TypeScript", 0, 0, 0, 56, 0, 0, 10, 5, 71
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\oil\PerlinNoise2D.ts", "TypeScript", 0, 0, 0, 214, 0, 0, 59, 29, 302
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\rect\RectDoor.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 10, 3, 23
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\rect\RectDungeon.ts", "TypeScript", 0, 0, 0, 172, 0, 0, 21, 9, 202
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\rect\RectRoom.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 15, 12, 74
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\rect\RoomType.ts", "TypeScript", 0, 0, 0, 80, 0, 0, 4, 2, 86
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\status\Status.ts", "TypeScript", 0, 0, 0, 147, 0, 0, 10, 10, 167
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\status\StatusConditionType.ts", "TypeScript", 0, 0, 0, 33, 0, 0, 0, 2, 35
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\status\StatusEventType.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 2, 38
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\FireGhost.ts", "TypeScript", 0, 0, 0, 107, 0, 0, 10, 8, 125
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\IceThron.ts", "TypeScript", 0, 0, 0, 88, 0, 0, 11, 9, 108
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\MagicCircle.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 13, 9, 51
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\MagicIce.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 12, 9, 39
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\OrganizationTalent.ts", "TypeScript", 0, 0, 0, 135, 0, 0, 47, 7, 189
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\ProfessionTalent.ts", "TypeScript", 0, 0, 0, 640, 0, 0, 29, 11, 680
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\Talent.ts", "TypeScript", 0, 0, 0, 193, 0, 0, 6, 14, 213
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\TalentDash.ts", "TypeScript", 0, 0, 0, 136, 0, 0, 0, 10, 146
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\TalentMagic.ts", "TypeScript", 0, 0, 0, 256, 0, 0, 1, 7, 264
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\talent\TalentShield.ts", "TypeScript", 0, 0, 0, 135, 0, 0, 3, 7, 145
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\AchievementItem.ts", "TypeScript", 0, 0, 0, 114, 0, 0, 12, 12, 138
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\AttributeSelector.ts", "TypeScript", 0, 0, 0, 59, 0, 0, 9, 6, 74
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\BrightnessBar.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 9, 6, 46
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\Cellphone.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 11, 4, 63
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\CellphoneItem.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 11, 9, 98
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\CoolDownView.ts", "TypeScript", 0, 0, 0, 107, 0, 0, 7, 9, 123
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\CursorArea.ts", "TypeScript", 0, 0, 0, 69, 0, 0, 9, 3, 81
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\CutScene.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 11, 9, 85
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\Dialogue.ts", "TypeScript", 0, 0, 0, 98, 0, 0, 10, 13, 121
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\Doll.ts", "TypeScript", 0, 0, 0, 66, 0, 0, 9, 4, 79
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\DollJoyStick.ts", "TypeScript", 0, 0, 0, 69, 0, 0, 9, 6, 84
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\FloatingLabel.ts", "TypeScript", 0, 0, 0, 62, 0, 0, 12, 10, 84
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\GameHud.ts", "TypeScript", 0, 0, 0, 385, 0, 0, 11, 12, 408
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\InventoryItem.ts", "TypeScript", 0, 0, 0, 71, 0, 0, 11, 10, 92
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\LoadingIcon.ts", "TypeScript", 0, 0, 0, 146, 0, 0, 8, 7, 161
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\MiniMap.ts", "TypeScript", 0, 0, 0, 145, 0, 0, 10, 9, 164
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\MiniTile.ts", "TypeScript", 0, 0, 0, 255, 0, 0, 13, 8, 276
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\PaletteSelector.ts", "TypeScript", 0, 0, 0, 56, 0, 0, 9, 7, 72
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\ParallaxBackground.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 11, 9, 62
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\PickAvatar.ts", "TypeScript", 0, 0, 0, 419, 0, 0, 23, 14, 456
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\PlayerInfoDialog.ts", "TypeScript", 0, 0, 0, 133, 0, 0, 10, 10, 153
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\SatietyView.ts", "TypeScript", 0, 0, 0, 107, 0, 0, 10, 8, 125
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\StartBackground.ts", "TypeScript", 0, 0, 0, 70, 0, 0, 7, 8, 85
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\StatusIcon.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 8, 9, 71
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\StatusIconList.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 8, 9, 64
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\TestFog.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 9, 7, 31
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\Tips.ts", "TypeScript", 0, 0, 0, 48, 0, 0, 12, 6, 66
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\Toast.ts", "TypeScript", 0, 0, 0, 82, 0, 0, 9, 8, 99
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\AchievementItemDialog.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 6, 9, 61
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\BaseDialog.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 8, 9, 74
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\CellphoneDialog.ts", "TypeScript", 0, 0, 0, 183, 0, 0, 9, 10, 202
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\DollMachineDialog.ts", "TypeScript", 0, 0, 0, 284, 0, 0, 27, 9, 320
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\EquipmentAndItemDialog.ts", "TypeScript", 0, 0, 0, 214, 0, 0, 15, 12, 241
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\InventoryDialog.ts", "TypeScript", 0, 0, 0, 689, 0, 0, 73, 14, 776
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\MartShelvesDialog.ts", "TypeScript", 0, 0, 0, 141, 0, 0, 9, 5, 155
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\NoticeDialog.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 7, 8, 32
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\SettingsDialog.ts", "TypeScript", 0, 0, 0, 61, 0, 0, 8, 7, 76
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\ui\dialog\StatusIconDialog.ts", "TypeScript", 0, 0, 0, 69, 0, 0, 10, 8, 87
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\ActorUtils.ts", "TypeScript", 0, 0, 0, 166, 0, 0, 55, 9, 230
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\AudioPlayer.ts", "TypeScript", 0, 0, 0, 176, 0, 0, 10, 8, 194
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\DataUtils.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 11, 7, 83
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\IndexZ.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 17, 2, 42
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\LocalStorage.ts", "TypeScript", 0, 0, 0, 98, 0, 0, 9, 13, 120
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\NextStep.ts", "TypeScript", 0, 0, 0, 118, 0, 0, 41, 4, 163
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\NodeKey.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 9
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\Random.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 1, 0, 17
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\Random4Save.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 1, 0, 26
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Script\utils\Utils.ts", "TypeScript", 0, 0, 0, 171, 0, 0, 36, 12, 219
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Texture\Shader\NormalMapEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 78, 2, 25, 105
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\Texture\Shader\NormalMapEffect1.effect", "Cocos Effect", 0, 0, 0, 0, 0, 78, 14, 26, 118
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\BlurEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 75, 1, 18, 94
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\ColorEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 66, 1, 24, 91
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\ColorEyesEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 86, 2, 22, 110
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\ColorOutlineEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 111, 3, 19, 133
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\FogEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 71, 1, 18, 90
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\HoleEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 124, 13, 21, 158
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\HoleEffectAfter.effect", "Cocos Effect", 0, 0, 0, 0, 0, 75, 2, 20, 97
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\LaserEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 67, 11, 19, 97
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\NewSight.effect", "Cocos Effect", 0, 0, 0, 0, 0, 81, 1, 19, 101
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\OutlineBlackBgEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 117, 3, 21, 141
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\OutlineBlackShadowEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 116, 3, 19, 138
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\OutlineEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 113, 3, 18, 134
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\OutlineGlowEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 121, 2, 17, 140
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\OvaLightEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 85, 1, 18, 104
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\SightEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 75, 1, 20, 96
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\SightEffectBackpage.effect", "Cocos Effect", 0, 0, 0, 0, 0, 90, 1, 20, 111
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\SightEffectTest.effect", "Cocos Effect", 0, 0, 0, 0, 0, 54, 6, 17, 77
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\WaterColorEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 117, 7, 23, 147
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\effects\WaterEffect.effect", "Cocos Effect", 0, 0, 0, 0, 0, 74, 7, 22, 103
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\migration\use_reversed_rotateBy.js", "JavaScript", 0, 0, 0, 0, 1, 0, 11, 2, 14
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\bullet.json", "JSON", 1008, 0, 0, 0, 0, 0, 0, 1, 1009
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\equipment.json", "JSON", 4580, 0, 0, 0, 0, 0, 0, 1, 4581
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\furnitures.json", "JSON", 251, 0, 0, 0, 0, 0, 0, 1, 252
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\item.json", "JSON", 1523, 0, 0, 0, 0, 0, 0, 1, 1524
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\monsters.json", "JSON", 1057, 0, 0, 0, 0, 0, 0, 1, 1058
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\nonplayers.json", "JSON", 155, 0, 0, 0, 0, 0, 0, 1, 156
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\profession.json", "JSON", 601, 0, 0, 0, 0, 0, 0, 0, 601
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\status.json", "JSON", 873, 0, 0, 0, 0, 0, 0, 1, 874
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\suits.json", "JSON", 339, 0, 0, 0, 0, 0, 0, 0, 339
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\talent.json", "JSON", 199, 0, 0, 0, 0, 0, 0, 1, 200
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\tarot.json", "JSON", 156, 0, 0, 0, 0, 0, 0, 0, 156
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_00.json", "JSON", 149, 0, 0, 0, 0, 0, 0, 0, 149
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_01.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_02.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_03.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_04.json", "JSON", 299, 0, 0, 0, 0, 0, 0, 0, 299
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_05.json", "JSON", 154, 0, 0, 0, 0, 0, 0, 0, 154
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_06.json", "JSON", 168, 0, 0, 0, 0, 0, 0, 0, 168
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_00_07.json", "JSON", 149, 0, 0, 0, 0, 0, 0, 0, 149
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_01_00.json", "JSON", 154, 0, 0, 0, 0, 0, 0, 0, 154
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_01_01.json", "JSON", 149, 0, 0, 0, 0, 0, 0, 0, 149
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_01_02.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
